2^0,0.680164
2^1,1.46358
2^2,3.08816
2^3,6.08315
2^4,12.265
2^5,10.1334
2^6,21.7583
2^7,52.7651
2^8,117.606
2^9,239.811
2^10,393.656
2^11,596.622
2^12,849.048
2^13,1003.08
2^14,2486.97
2^15,4019.35
2^16,5998.83
2^17,7712.91
2^18,8481.69
2^19,8570.27
2^20,7436.84
2^21,6667.68
2^22,8155.6
2^23,8144.04
2^24,5983.89
