2^0,0.279506
2^1,1.32306
2^2,2.82191
2^3,5.61795
2^4,9.30031
2^5,18.8426
2^6,37.3097
2^7,74.5527
2^8,142.593
2^9,282.824
2^10,514.758
2^11,892.784
2^12,1389.86
2^13,1927.7
2^14,2197.83
2^15,3110.34
2^16,2918.62
2^17,5222.54
2^18,7111.78
2^19,8547.48
2^20,9786.21
2^21,10065.7
2^22,10309.9
2^23,10583.6
2^24,11024.4
