2^0,0.759621
2^1,1.78938
2^2,3.79755
2^3,7.31429
2^4,14.5898
2^5,12.067
2^6,25.7577
2^7,68.21
2^8,186.415
2^9,367.679
2^10,716.367
2^11,1221.41
2^12,1623.25
2^13,2186.5
2^14,3157.05
2^15,4702.63
2^16,5923.33
2^17,6693.97
2^18,6608.48
2^19,5701.47
2^20,5470.65
2^21,6043.59
2^22,6421.76
2^23,5654.09
2^24,3385.31
