2^0,0.680494
2^1,1.47717
2^2,3.08053
2^3,6.17385
2^4,11.9104
2^5,10.152
2^6,22.0099
2^7,51.0907
2^8,121.251
2^9,244.988
2^10,407.691
2^11,607.703
2^12,870.568
2^13,1004.41
2^14,2383.95
2^15,3982.3
2^16,5803.83
2^17,7611.99
2^18,8900.34
2^19,8661.5
2^20,7550
2^21,6961.23
2^22,8510.01
2^23,7964.08
2^24,6847.73
